Source_Name,XRT oldname,XRT updated name,UV name,Xray_Index,FX,FG,PL,SC,VI,V,FILTER,AB_MAG,AB_MAG_real,GLON,GLAT
4FGL J1645.0+1654,SwFS1 J164500.0+165510,SwXF4 J164500.0+165510,SwUVF4 J164459.8+165513,2.34261,7.251034976171987E-13,2.1970516E-12,2.2133803,0.7565396,8.371717,19.572,uu,19.99,19.989999771118164,35.057186,35.357185
4FGL J1645.8-4533,SwFS1 J164547.7-453647,SwXF4 J164547.7-453647,SwUVF4 J164547.7-453647,-1.53348,5.468018811604215E-10,4.3199055E-11,2.5636814,5.0409017,1.301289,22.642,uu,23.06,>23.06,339.6346,-0.045276653
4FGL J1649.2-4513,SwFS1 J164849.4-451147,SwXF4 J164849.4-451148,SwUVF4 J164849.4-451148,1.02778,4.9750792135144027E-14,3.0672357E-11,2.6449673,4.708923,1.444781,21.122,vv,21.14,>21.14,340.27917,-0.29197544
4FGL J1649.2-4513,SwFS1 J164855.7-450959,SwXF4 J164855.7-450959,SwUVF4 J164855.7-450959,1.26836,1.0609624171364943E-13,3.0672357E-11,2.6449673,4.708923,1.444781,20.352,uu,20.77,20.77,340.27917,-0.29197544
4FGL J1649.2-4513,SwFS1 J164855.7-450959,SwXF4 J164855.7-450959,SwUVF4 J164856.3-450958,1.26836,1.0609624171364943E-13,3.0672357E-11,2.6449673,4.708923,1.444781,18.322,uu,18.74,18.739999771118164,340.27917,-0.29197544
4FGL J1649.2-4513,SwFS1 J164857.2-451217,SwXF4 J164857.2-451217,SwUVF4 J164857.2-451217,10.0,1.1569111321315511E-9,3.0672357E-11,2.6449673,4.708923,1.444781,22.392,uu,22.81,>22.81,340.27917,-0.29197544
4FGL J1649.2-4513,SwFS1 J164858.1-451727,SwXF4 J164858.1-451728,SwUVF4 J164858.1-451728,10.0,1.6007739196012066E-9,3.0672357E-11,2.6449673,4.708923,1.444781,20.905,m2,21.74,>21.74,340.27917,-0.29197544
4FGL J1648.7+4834,SwFS1 J164900.4+483417,SwXF4 J164900.4+483417,SwUVF4 J164900.4+483412,2.27876,4.694615193825908E-13,1.2804693E-12,2.1406202,1.002091,8.529193,19.602,uu,20.02,20.020000457763672,74.97876,39.960766
4FGL J1650.9-4420,SwFS1 J165124.2-442141,SwXF4 J165124.2-442142,SwUVF4 J165124.2-442142,10.0,4.032273670374512E-8,2.5566134E-11,2.5909271,4.1767273,4.964977,20.225,m2,21.06,21.06,341.1548,0.038772736
4FGL J1651.7-7241,SwFS1 J165151.5-724309,SwXF4 J165151.5-724310,SwUVF4 J165151.5-724310,1.17095,1.0534162172541903E-12,1.3384074E-12,2.0433109,0.39695024,2.0321743,20.642,uu,21.06,21.06,318.62735,-17.656084
4FGL J1700.2-4237,SwFS1 J165955.9-423022,SwXF4 J165955.9-423023,SwUVF4 J165955.9-423023,1.57907,6.248848563929624E-13,2.5449936E-11,2.7380888,4.2635245,5.150907,19.912,uu,20.33,>20.33,343.5388,-0.1971766
4FGL J1701.3-4924,SwFS1 J170136.3-492402,SwXF4 J170136.3-492402,SwUVF4 J170136.3-492402,1.54956,6.66960324824356E-13,6.244573E-12,2.478193,2.5111635,5.5499477,20.482,uu,20.9,>20.90,338.2998,-4.509959
4FGL J1706.5-4023,SwFS1 J170633.3-402543,SwXF4 J170633.3-402544,SwUVF4 J170633.3-402544,9.02544,3.472242112130988E-9,2.8703696E-11,2.554276,2.8518305,13.112033,18.484,w1,19.18,19.18,346.039,0.23102646
4FGL J1719.1-5348,SwFS1 J171856.6-535041,SwXF4 J171856.6-535042,SwUVF4 J171856.6-535042,1.75864,6.04226822049881E-12,3.670463E-12,2.1620514,0.124370255,6.114913,19.462,vv,19.48,>19.48,336.33395,-9.321285
4FGL J1720.6-5144,SwFS1 J172032.7-514413,SwXF4 J172032.7-514413,SwUVF4 J172032.7-514413,1.86711,7.266077069393996E-12,2.8737162E-12,2.16391,1.4703794,7.024316,19.702,uu,20.12,20.12,338.19254,-8.362254
4FGL J1729.2-3641,SwFS1 J172916.6-364005,SwXF4 J172916.6-364006,SwUVF4 J172916.6-364006,-0.122428,8.279421637123328E-13,2.722981E-11,2.4693131,2.2407038,11.203772,21.182,uu,21.6,21.6,351.61423,-1.2562553
4FGL J1733.4+2235,SwFS1 J173330.6+223615,SwXF4 J173330.6+223615,SwUVF4 J173330.3+223612,1.93693,2.617580218703808E-13,1.2586311E-12,2.1600227,4.0570188,4.6136246,19.415,m2,20.25,20.25,45.955902,26.698637
4FGL J1733.4+2235,SwFS1 J173330.6+223615,SwXF4 J173330.6+223615,SwUVF4 J173330.6+223615,1.93693,2.617580218703808E-13,1.2586311E-12,2.1600227,4.0570188,4.6136246,19.512,uu,19.93,19.93,45.955902,26.698637
4FGL J1734.0-2933,SwFS1 J173410.10-293117,SwXF4 J173411.0-293117,SwUVF4 J173411.0-293117,2.0572,8.361804317558856E-13,7.7477755E-12,2.3895938,3.7355225,4.9942765,20.914,w1,21.61,>21.61,358.13757,1.8106344
4FGL J1750.8-3106,SwFS1 J175052.3-310254,SwXF4 J175052.3-310255,SwUVF4 J175052.3-310255,1.45209,3.9710010326389107E-13,3.5508705E-12,2.379513,3.7570956,5.8222337,19.402,vv,19.42,>19.42,358.7269,-2.0991044
4FGL J1752.0+3606,SwFS1 J175209.6+360632,SwXF4 J175209.6+360632,SwUVF4 J175209.8+360628,1.75566,6.332861644521983E-13,1.2524796E-12,1.9534965,1.948296,10.883837,19.552,uu,19.97,19.969999313354492,61.784954,26.932354
4FGL J1808.5-3701,SwFS1 J180822.8-370420,SwXF4 J180822.8-370421,SwUVF4 J180822.8-370421,0.567477,8.28705077906983E-15,4.2900392E-12,2.3853266,4.0525675,8.878064,21.672,vv,21.69,>21.69,355.34348,-8.180953
4FGL J1808.5-3701,SwFS1 J180827.6-365842,SwXF4 J180827.6-365842,SwUVF4 J180827.6-365842,1.53932,1.3022668935779798E-11,4.2900392E-12,2.3853266,4.0525675,8.878064,19.492,vv,19.51,19.51,355.34348,-8.180953
4FGL J1808.5-3701,SwFS1 J180827.6-365842,SwXF4 J180827.6-365842,SwUVF4 J180827.6-365843,1.53932,1.3022668935779798E-11,4.2900392E-12,2.3853266,4.0525675,8.878064,18.545,m2,19.38,19.3799991607666,355.34348,-8.180953
4FGL J1808.5-3701,SwFS1 J180834.9-370211,SwXF4 J180834.9-370211,SwUVF4 J180834.9-370211,0.00920499,1.9111729942272025E-14,4.2900392E-12,2.3853266,4.0525675,8.878064,18.152,vv,18.17,18.17,355.34348,-8.180953
4FGL J1808.5-3701,SwFS1 J180841.8-370219,SwXF4 J180841.8-370220,SwUVF4 J180841.8-370220,1.45967,3.953666200681275E-14,4.2900392E-12,2.3853266,4.0525675,8.878064,20.222,vv,20.24,20.24,355.34348,-8.180953
4FGL J1817.2-3035,SwFS1 J181720.4-303257,SwXF4 J181720.4-303257,SwUVF4 J181720.4-303257,1.8001,1.932413220381038E-12,8.980735E-12,2.255948,1.31662,9.394234,21.754,w1,22.45,>22.45,1.9475327,-6.780869
4FGL J1818.5+2533,SwFS1 J181830.9+253707,SwXF4 J181830.9+253707,SwUVF4 J181831.2+253707,1.24837,2.376293061927623E-13,4.3218237E-12,2.6705408,1.7889534,9.961317,16.992,uu,17.41,17.40999984741211,52.942707,18.143698
4FGL J1820.4-1609,SwFS1 J182029.6-161043,SwXF4 J182029.6-161044,SwUVF4 J182029.6-161044,1.93738,8.38687171248165E-12,5.5682677E-11,2.6068604,0.77967995,10.374939,16.658,bb,16.88,16.88,15.069911,-0.65812624
4FGL J1836.8-2354,SwFS1 J183644.10-235200,SwXF4 J183645.0-235200,SwUVF4 J183645.0-235200,1.43127,4.04948691518634E-14,4.1330698E-12,2.4994638,4.119483,9.1185465,17.912,uu,18.33,18.33,9.936137,-7.6437984
4FGL J1836.8-2354,SwFS1 J183654.2-235255,SwXF4 J183654.2-235255,SwUVF4 J183654.2-235255,1.36335,3.7204887872008775E-14,4.1330698E-12,2.4994638,4.119483,9.1185465,19.132,uu,19.55,19.55,9.936137,-7.6437984
4FGL J1836.8-2354,SwFS1 J183659.4-235831,SwXF4 J183659.4-235831,SwUVF4 J183659.4-235831,1.4643,1.7774606706429605E-14,4.1330698E-12,2.4994638,4.119483,9.1185465,21.832,uu,22.25,>22.25,9.936137,-7.6437984
4FGL J1836.9+4439,SwFS1 J183703.6+443812,SwXF4 J183703.6+443812,SwUVF4 J183703.6+443812,0.775498,7.368854816494472E-13,1.1662317E-12,1.8188076,1.5852853,8.624505,21.184,w1,21.88,>21.88,73.3764,21.130173
4FGL J1838.2+3223,SwFS1 J183816.10+322415,SwXF4 J183817.0+322416,SwUVF4 J183817.0+322416,0.290532,7.136742051224748E-13,3.424811E-12,2.3750656,2.3470433,2.533305,21.302,uu,21.72,21.72,61.279366,16.705627
4FGL J1844.4-0306,SwFS1 J184441.7-030535,SwXF4 J184441.7-030536,SwUVF4 J184441.7-030536,1.84626,4.691373388345975E-13,5.474956E-11,2.6041164,6.5230923,5.7181563,20.672,uu,21.09,21.09,29.365255,0.12646636
4FGL J1846.9-0227,SwFS1 J184650.7-022903,SwXF4 J184650.7-022904,SwUVF4 J184650.7-022904,7.90113,1.0799906609258494E-9,3.3899685E-11,2.4712024,5.2379255,6.8913984,13.962,uu,14.38,14.38,30.234589,-0.11349406
4FGL J1846.9-0227,SwFS1 J184651.6-022506,SwXF4 J184651.6-022507,SwUVF4 J184651.6-022507,4.12334,2.4082412998278295E-12,3.3899685E-11,2.4712024,5.2379255,6.8913984,21.232,uu,21.65,21.65,30.234589,-0.11349406
4FGL J1848.7-6307,SwFS1 J184838.3-630543,SwXF4 J184838.3-630544,SwUVF4 J184838.3-630544,1.83838,3.2344467085144705E-13,1.0564149E-12,1.954741,0.27363774,5.3990846,20.062,uu,20.48,>20.48,332.5113,-23.700737
4FGL J1856.1-1222,SwFS1 J185606.7-122148,SwXF4 J185606.7-122149,SwUVF4 J185606.7-122149,1.92052,1.634556737197564E-12,6.500918E-12,2.1841228,1.1743497,10.503306,20.742,uu,21.16,>21.16,22.396849,-6.633879
4FGL J1904.7-0708,SwFS1 J190444.5-070742,SwXF4 J190444.5-070743,SwUVF4 J190444.5-070743,2.22664,5.895219770654917E-13,1.3083681E-11,2.4646788,6.850799,16.995361,20.362,uu,20.78,20.78,28.069603,-6.200763
4FGL J1910.8+2856,SwFS1 J191052.2+285624,SwXF4 J191052.2+285624,SwUVF4 J191052.2+285624,2.27066,3.3822055666965363E-12,4.0316847E-12,1.8322247,1.3896129,19.17795,20.6,w2,21.52,21.52,60.97564,8.901663
4FGL J1910.8+2856,SwFS1 J191059.4+285635,SwXF4 J191059.4+285635,SwUVF4 J191059.4+285635,1.48256,3.845917820453543E-13,4.0316847E-12,1.8322247,1.3896129,19.17795,19.64,w2,20.56,20.56,60.97564,8.901663
4FGL J1910.8+2856,SwFS1 J191059.4+285635,SwXF4 J191059.4+285635,SwUVF4 J191059.4+285639,1.48256,3.845917820453543E-13,4.0316847E-12,1.8322247,1.3896129,19.17795,19.39,w2,20.31,20.309999465942383,60.97564,8.901663
4FGL J1918.0+0331,SwFS1 J191803.6+033030,SwXF4 J191803.6+033030,SwUVF4 J191803.6+033030,2.45953,1.230552083281887E-12,3.605849E-12,1.788553,1.3816961,14.446025,21.084,w1,21.78,>21.78,39.113323,-4.294759
4FGL J1927.5+0154,SwFS1 J192731.3+015356,SwXF4 J192731.3+015357,SwUVF4 J192731.3+015357,2.35099,1.381020101444547E-12,3.1886817E-12,1.887057,1.163012,16.831171,19.782,uu,20.2,20.2,38.771572,-7.138582
4FGL J1948.9+3414,SwFS1 J194916.8+341049,SwXF4 J194916.8+341050,SwUVF4 J194916.7+341050,1.39677,1.5230003389847913E-12,2.537628E-12,2.282389,4.3870716,11.414325,19.68,w2,20.6,20.600000381469727,69.51043,4.243934
4FGL J1948.9+3414,SwFS1 J194916.8+341049,SwXF4 J194916.8+341050,SwUVF4 J194916.8+341050,1.39677,1.5230003389847913E-12,2.537628E-12,2.282389,4.3870716,11.414325,18.882,uu,19.3,19.3,69.51043,4.243934
4FGL J1955.3-5032,SwFS1 J195512.5-503011,SwXF4 J195512.5-503012,SwUVF4 J195512.5-503012,2.13723,1.0464054670474268E-12,2.5779337E-12,2.4703767,1.2182086,13.027528,20.332,uu,20.75,20.75,348.10245,-30.511244
4FGL J1955.3-5032,SwFS1 J195512.5-503011,SwXF4 J195512.5-503012,SwUVF4 J195512.6-503008,2.13723,1.0464054670474268E-12,2.5779337E-12,2.4703767,1.2182086,13.027528,20.27,w2,21.19,21.190000534057617,348.10245,-30.511244
4FGL J2008.4+1619,SwFS1 J200827.6+161843,SwXF4 J200827.6+161844,SwUVF4 J200827.6+161844,2.08195,1.4712958161780394E-12,2.4858245E-12,2.09883,1.7319572,8.760076,20.492,uu,20.91,>20.91,56.454803,-8.827298
4FGL J2012.1-5234,SwFS1 J201213.8-523246,SwXF4 J201213.8-523246,SwUVF4 J201213.7-523251,1.80052,1.3791134690235992E-12,1.7893818E-12,1.8028088,2.2584121,2.9350617,19.065,m2,19.9,19.899999618530273,345.96164,-33.27728
4FGL J2012.1-5234,SwFS1 J201213.8-523246,SwXF4 J201213.8-523246,SwUVF4 J201213.8-523246,1.80052,1.3791134690235992E-12,1.7893818E-12,1.8028088,2.2584121,2.9350617,19.602,uu,20.02,20.02,345.96164,-33.27728
4FGL J2021.9+3609,SwFS1 J202201.1+361105,SwXF4 J202201.1+361106,SwUVF4 J202201.1+361106,1.98005,6.740622411390057E-13,2.1735073E-12,1.5736389,2.7981892,6.090724,20.772,uu,21.19,>21.19,74.74949,-0.42512813
4FGL J2027.0+3343,SwFS1 J202658.7+334302,SwXF4 J202658.7+334303,SwUVF4 J202658.7+334303,1.55714,1.1023004888112E-11,3.1363664E-12,1.7656738,1.041612,2.9594622,19.942,uu,20.36,>20.36,73.36234,-2.6871195
4FGL J2029.5-4237,SwFS1 J202913.7-423533,SwXF4 J202913.7-423533,SwUVF4 J202913.7-423533,0.0689343,1.6368165214278101E-12,2.2701032E-12,2.4682896,5.652694,3.647126,21.252,uu,21.67,>21.67,358.23254,-35.488316
4FGL J2030.5+2235,SwFS1 J203031.2+223435,SwXF4 J203031.2+223435,SwUVF4 J203031.2+223435,2.09642,3.7931498497368245E-13,1.795448E-12,1.7838628,2.4493475,9.272747,21.112,uu,21.53,21.53,64.663345,-9.738138
4FGL J2039.5-5617,SwFS1 J203934.3-561705,SwXF4 J203934.3-561706,SwUVF4 J203934.3-561706,1.32503,1.0029978451983329E-13,1.492776E-11,2.1693761,8.582195,13.124539,22.332,uu,22.75,>22.75,341.26794,-37.146523
4FGL J2041.1-6138,SwFS1 J204111.10-613952,SwXF4 J204112.0-613952,SwUVF4 J204112.0-613949,2.16863,4.568777411858183E-13,2.6097937E-12,2.210916,0.865547,7.300617,18.982,uu,19.4,19.399999618530273,334.60904,-36.58385
4FGL J2046.9-5409,SwFS1 J204700.5-541246,SwXF4 J204700.5-541246,SwUVF4 J204700.7-541245,1.8455,4.154320512418604E-13,1.6902032E-12,2.0135913,1.0718695,9.840222,20.084,w1,20.78,20.780000686645508,343.79407,-38.404987
4FGL J2054.2+6904,SwFS1 J205357.8+690518,SwXF4 J205357.8+690519,SwUVF4 J205357.8+690519,0.426129,2.2724796352708468E-13,4.1317444E-12,2.3836496,4.4040375,3.775213,20.622,vv,20.64,>20.64,104.37174,15.2846985
4FGL J2056.4+4351,SwFS1 J205551.3+435225,SwXF4 J205551.3+435220,SwUVF4 J205551.3+435225,2.59241,1.8184442878428963E-11,1.43629796E-11,2.6445582,3.546149,2.768939,21.045,m2,21.88,>21.88,84.86855,-0.97714764
4FGL J2058.5-1833,SwFS1 J205836.5-183101,SwXF4 J205836.5-183102,SwUVF4 J205836.5-183102,1.16607,2.4049164887444035E-13,8.040118E-13,1.2488985,0.5929789,7.64018,19.512,vv,19.53,>19.53,28.98174,-36.13015
4FGL J2105.9+7508,SwFS1 J210606.8+750924,SwXF4 J210606.8+750924,SwUVF4 J210606.8+750924,2.01672,4.127622774083497E-13,3.767521E-12,2.2214017,1.261737,2.4730692,21.492,uu,21.91,21.91,109.935036,18.324501
4FGL J2109.6+3954,SwFS1 J210936.4+395513,SwXF4 J210936.4+395513,SwUVF4 J210936.4+395513,3.2884,1.4021678337057611E-12,3.8155585E-12,1.6089301,3.225552,11.901577,21.162,uu,21.58,>21.58,83.543015,-5.43103
4FGL J2114.9-3326,SwFS1 J211452.0-332532,SwXF4 J211452.0-332532,SwUVF4 J211452.1-332533,2.23849,2.027682719521284E-12,3.3012787E-12,2.2480276,0.61173433,8.916551,19.302,uu,19.72,19.719999313354492,11.356277,-43.348854
4FGL J2159.6-4620,SwFS1 J215935.9-461954,SwXF4 J215935.9-461954,SwUVF4 J215936.1-461953,2.71932,4.570881896148751E-13,2.8787487E-12,1.6826057,0.7953223,13.8186455,18.822,uu,19.24,19.239999771118164,351.6276,-51.228443
4FGL J2207.1+2222,SwFS1 J220704.3+222234,SwXF4 J220704.3+222234,SwUVF4 J220704.1+222232,2.52454,3.574374062644811E-13,1.2740829E-12,1.8678194,0.063233204,14.477006,19.955,m2,20.79,20.790000915527344,80.15954,-26.545006
4FGL J2207.1+2222,SwFS1 J220704.3+222234,SwXF4 J220704.3+222234,SwUVF4 J220704.3+222234,2.52454,3.574374062644811E-13,1.2740829E-12,1.8678194,0.063233204,14.477006,19.912,uu,20.33,20.33,80.15954,-26.545006
4FGL J2222.9+1507,SwFS1 J222253.9+151052,SwXF4 J222253.9+151052,SwUVF4 J222253.9+151055,2.24383,2.64606190285294E-13,1.2235966E-12,1.906189,1.8596132,6.4598765,18.882,uu,19.3,19.299999237060547,77.955734,-34.471878
4FGL J2225.8-0804,SwFS1 J222552.9-080415,SwXF4 J222552.9-080416,SwUVF4 J222552.9-080416,1.82773,3.7609711325976946E-13,2.1272808E-12,1.98536,0.80161643,11.395939,20.562,uu,20.98,>20.98,55.01867,-50.66223
4FGL J2237.2-6726,SwFS1 J223709.3-672614,SwXF4 J223709.3-672614,SwUVF4 J223709.3-672614,1.90216,9.693932693002545E-13,1.9150827E-12,1.9882276,0.6586425,10.897586,20.322,uu,20.74,20.74,320.34912,-44.883194
4FGL J2237.2-6726,SwFS1 J223709.3-672614,SwXF4 J223709.3-672614,SwUVF4 J223709.7-672613,1.90216,9.693932693002545E-13,1.9150827E-12,1.9882276,0.6586425,10.897586,19.935,m2,20.77,20.770000457763672,320.34912,-44.883194
4FGL J2240.3-5241,SwFS1 J224017.5-524117,SwXF4 J224017.5-524117,SwUVF4 J224017.7-524113,1.83783,1.9710607052410365E-13,5.8124287E-12,2.067221,1.0928316,15.185348,18.542,uu,18.96,18.959999084472656,337.54544,-54.713173
4FGL J2247.7-5857,SwFS1 J224744.10-585500,SwXF4 J224745.0-585501,SwUVF4 J224745.0-585501,2.60823,4.94083100910655E-13,2.083453E-12,2.5676029,0.5283037,6.065149,20.602,uu,21.02,21.02,328.228,-51.66281
4FGL J2247.7-5857,SwFS1 J224744.10-585500,SwXF4 J224745.0-585501,SwUVF4 J224745.2-585457,2.60823,4.94083100910655E-13,2.083453E-12,2.5676029,0.5283037,6.065149,20.624,w1,21.32,21.31999969482422,328.228,-51.66281
4FGL J2303.9+5554,SwFS1 J230351.7+555618,SwXF4 J230351.7+555618,SwUVF4 J230351.7+555618,1.93468,3.139062769137661E-12,2.2486921E-12,1.7817214,1.6205468,9.080039,20.762,uu,21.18,>21.18,108.22852,-3.859776
4FGL J2311.6-4427,SwFS1 J231145.6-443220,SwXF4 J231145.6-443221,SwUVF4 J231145.6-443221,2.75634,1.8888610014730071E-13,1.4628567E-12,2.235706,1.3069295,8.925854,19.332,uu,19.75,19.75,345.44882,-63.559444
4FGL J2317.7+2839,SwFS1 J231740.0+283954,SwXF4 J231740.0+283954,SwUVF4 J231740.0+283954,2.29742,1.1542503103646725E-13,3.3494683E-12,1.9615299,0.64496803,20.834366,19.442,vv,19.46,>19.46,99.21594,-29.862541
4FGL J2317.7+2839,SwFS1 J231740.0+283954,SwXF4 J231740.0+283954,SwUVF4 J231740.2+283956,2.29742,1.1542503103646725E-13,3.3494683E-12,1.9615299,0.64496803,20.834366,20.715,m2,21.55,21.549999237060547,99.21594,-29.862541
4FGL J2326.9-4130,SwFS1 J232653.2-412713,SwXF4 J232653.2-412713,SwUVF4 J232653.1-412711,1.99613,3.63663739330848E-13,2.8266708E-12,2.7262363,0.61495197,10.508086,17.245,m2,18.08,18.079999923706055,347.77838,-67.50159
4FGL J2331.6+4430,SwFS1 J233129.6+443101,SwXF4 J233129.6+443101,SwUVF4 J233129.6+443101,2.04209,3.2255219376890765E-13,1.2366052E-12,1.9781712,0.42605335,11.810697,21.302,uu,21.72,21.72,108.25911,-16.071558
4FGL J2336.9-8427,SwFS1 J233627.1-842648,SwXF4 J233627.1-842648,SwUVF4 J233627.1-842648,2.02037,7.843321188819633E-13,1.7724983E-12,2.0062788,0.0,7.997817,20.062,uu,20.48,20.48,305.02292,-32.360863
4FGL J2336.9-8427,SwFS1 J233627.1-842648,SwXF4 J233627.1-842648,SwUVF4 J233627.3-842652,2.02037,7.843321188819633E-13,1.7724983E-12,2.0062788,0.0,7.997817,19.982,uu,20.4,20.399999618530273,305.02292,-32.360863
4FGL J2337.7-2903,SwFS1 J233730.2-290240,SwXF4 J233730.2-290241,SwUVF4 J233730.2-290241,2.42416,8.677607449911458E-13,1.1961869E-12,2.1512256,1.8234617,3.202486,19.972,uu,20.39,20.39,21.832333,-73.64514
4FGL J2347.9-5106,SwFS1 J234804.2-510748,SwXF4 J234804.2-510748,SwUVF4 J234804.2-510748,0.730415,2.869458843075009E-13,8.234871E-12,2.5268548,0.41692963,59.611027,22.292,uu,22.71,>22.71,325.27686,-63.17333
4FGL J2351.4-2818,SwFS1 J235136.5-282154,SwXF4 J235136.5-282154,SwUVF4 J235136.5-282154,2.27271,3.011618803078821E-13,1.6084828E-12,2.3737726,1.0424315,1.8228848,16.662,uu,17.08,17.08,24.36291,-76.68557
4FGL J2351.4-2818,SwFS1 J235138.1-281823,SwXF4 J235138.1-281823,SwUVF4 J235138.1-281823,2.05867,3.614930899173572E-13,1.6084828E-12,2.3737726,1.0424315,1.8228848,21.462,uu,21.88,>21.88,24.36291,-76.68557